UNIQIDNEW	KID_WT	kid_ok	kidecon	kidage	laschool	centre_t	type1	type2	type3	distschl
5541759976	1.51	1	7	4	 	Local Authority	0	Secondary	0	.727446217943292
5561467204	.3	1	7	4	 	Local Authority	Primary	Secondary	0	.564127645130072
5562524833	2.63	1	7	1	 	Local Authority	Primary	0	0	.644149051074361
5563084143	2	1	7	4	 	Local Authority	0	Secondary	0	1.74841213676867
5564766265	1.5	1	7	3	 	Local Authority	Primary	0	0	.500604634417221
5565841324	.6	1	7	1	 	Local Authority	Primary	0	0	1.00498159187121
5566442450	1.68	1	7	4	 	Independent	Primary	Secondary	0	25.5973818973738
5570734907	.97	1	7	2	 	Local Authority	Primary	0	0	.506527393138811
5578713007	.97	1	7	2	 	Local Authority	Primary	0	0	.899987777694786
5582873043	.16	1	7	3	 	Local Authority	Primary	0	0	2.52925601709277
5583592602	.66	1	7	4	 	Local Authority	0	Secondary	0	1.24333462913248
5584916007	.1	1	7	4	 	Local Authority	0	Secondary	0	1.48861546411422
5593686560	.62	1	7	3	 	Local Authority	Primary	0	0	.490881859514079
5597097538	.87	1	7	4	 	Local Authority	0	Secondary	0	2.17367085824878
5599516071	1.71	1	7	2	 	Local Authority	Primary	0	0	.462041123710866
5606326014	.66	1	7	4	 	Local Authority	0	Secondary	0	.808519634888356
5616404149	.86	1	7	2	 	Local Authority	Primary	0	0	.690991316877426
5626679887	.69	1	7	3	 	Local Authority	Primary	0	0	2.31595358329998
5635010209	.57	1	7	1	 	Local Authority	Primary	0	0	.833077427373951
5638896301	.76	1	7	3	 	Local Authority	Primary	0	0	.944716359549256
5640937304	1.84	1	7	1	 	Local Authority	Primary	0	0	.359048743209052
5641056690	1.1	1	7	3	 	Local Authority	Primary	0	0	.399080192442572
5641642832	.66	1	7	4	 	Local Authority	0	Secondary	0	1.18852934334832
5642339988	1.24	1	7	3	 	Local Authority	Primary	0	0	2.87299860772678
5644715507	.8	1	7	4	 	Local Authority	0	Secondary	0	4.23689331940279
5647605779	.56	1	7	3	 	Local Authority	Primary	0	0	.832087735758676
5664135921	1.48	1	7	2	 	Local Authority	Primary	0	0	.54644304369257
5667917132	.49	1	7	2	 	Local Authority	Primary	0	0	.410098768591177
5668318635	1.4	1	7	1	 	Local Authority	Primary	0	0	2.13239138058659
5669569289	1.89	1	7	2	 	Local Authority	Primary	0	0	.339505522782767
5671166270	.41	1	7	4	 	Local Authority	0	Secondary	0	1.03138596073439
5671371026	.84	1	7	2	 	Local Authority	Primary	0	0	.139204884971757
5675286618	.66	1	7	2	 	Local Authority	Primary	0	0	.5229082137431
5678529306	.83	1	7	1	 	Local Authority	Primary	0	0	.464226237948697
5682541048	1.51	1	7	1	 	Local Authority	Primary	0	0	2.62409031856756
5687034861	.52	1	7	2	 	Local Authority	Primary	0	0	1.21039208523519
5698625753	.87	1	7	4	 	Local Authority	0	Secondary	0	2.16177380870432
5700422460	.68	1	7	3	 	Local Authority	Primary	0	0	.727489518824842
5701572839	.49	1	7	2	 	Local Authority	Primary	0	0	.90129961721949
5706322333	.54	1	7	4	 	Local Authority	0	Secondary	0	2.75529472107795
5710767764	1.44	1	7	1	 	Local Authority	Primary	0	0	.243577503066273
5711824312	1.6	1	7	2	 	Local Authority	Primary	0	0	.717198020075349
5713970475	.57	1	7	1	 	Local Authority	Primary	0	0	.482329762714266
5717825051	.68	1	7	2	 	Local Authority	Primary	0	0	1.09308965780488
5718376706	.92	1	7	1	 	Local Authority	Primary	0	0	.0970051545022222
5719378413	1.59	1	7	4	 	Local Authority	0	Secondary	0	1.740462582189
5721114445	2.15	1	7	2	 	Local Authority	Primary	0	0	.870588306836245
5724418564	.57	1	7	4	 	Local Authority	0	Secondary	0	2.18432460957615
5727996821	2	1	7	4	 	Local Authority	0	Secondary	0	.958981230264701
5728073204	1.37	1	7	3	 	Local Authority	Primary	0	0	.361437408135904
5736365570	.37	1	7	4	 	Local Authority	0	Secondary	0	1.07807096241388
5745459022	.82	1	7	4	 	Local Authority	0	Secondary	0	7.74962360376296
5748774726	.7	1	7	1	 	Local Authority	Primary	0	0	.383510104169369
5750197130	1.68	1	7	1	 	Local Authority	Primary	0	0	1.84253222495565
5751715284	1	1	7	4	 	Local Authority	0	Secondary	0	4.03058668186159
5759452022	1.37	1	7	2	 	Local Authority	Primary	0	0	.395921709432559
5760507039	.1	1	7	4	 	Local Authority	0	Secondary	0	6.99443664636402
5775361932	.83	1	7	2	 	Local Authority	Primary	0	0	5.11281967215743
5776527943	.75	1	7	4	 	Independent	Primary	Secondary	0	43.3404666795363
5785291474	.84	1	7	2	 	Local Authority	Primary	0	0	1.98891653922431
5788220684	.78	1	7	2	 	Local Authority	Primary	0	0	.549945451840453
5788735282	.4	1	7	3	 	Local Authority	Primary	0	0	3.83292290556437
5790985757	1.68	1	7	1	 	 	 	 	 	 
5792555050	1.68	1	7	3	 	Local Authority	Primary	0	0	.252287534372985
5795782581	.42	1	7	4	 	Local Authority	0	Secondary	0	1.90927132697268
5797950625	1.23	1	7	4	 	Local Authority	0	Secondary	0	3.64014120605231
5813939595	.75	1	7	4	 	Local Authority	0	Secondary	0	7.88534647304733
5818064529	.59	1	7	1	 	Local Authority	Primary	0	0	3.40121228387762
5820445879	.34	1	7	2	 	Local Authority	Primary	0	0	.303659348612882
5832611676	1.59	1	7	4	 	Local Authority	0	Secondary	0	.344548980552838
5864555831	.42	1	7	4	 	Local Authority	0	Secondary	0	1.21442743710771
5870591462	1.1	1	7	3	 	Local Authority	Primary	0	0	.231613902864228
5871876157	1.32	1	7	2	 	Local Authority	Primary	0	0	.677797167300071
5873105791	1.66	1	7	2	 	Local Authority	Primary	0	0	.0850940655980192
5881598401	1.65	1	7	2	 	Local Authority	Primary	0	0	1.59053701623068
5894710109	.84	1	7	2	 	Local Authority	Primary	0	0	.719834703247905
5914581651	1.5	1	7	3	 	Local Authority	0	Secondary	0	1.99680995590467
5922916042	.75	1	7	4	 	 	 	 	 	 
5923609035	.65	1	7	3	 	Local Authority	Primary	0	0	.554350971858082
5926084318	1.12	1	7	4	 	Local Authority	0	Secondary	0	3.93845908954251
5927721113	.9	1	7	3	 	Local Authority	0	Secondary	0	1.11881812641734
5932046952	2.12	1	7	4	 	Local Authority	0	Secondary	0	6.84527727707213
5937975826	1.15	1	7	1	 	Local Authority	Primary	0	0	.973166481132596
5940244999	.59	1	7	1	 	Local Authority	Primary	0	0	.64206697469968
5945898099	.82	1	7	4	 	Local Authority	0	Secondary	0	.813676225534457
5946516003	.81	1	7	2	 	Local Authority	Primary	0	0	.498703318617392
5953774173	2.82	1	7	4	 	Local Authority	0	Secondary	0	18.3535540427461
5959175960	2.29	1	7	4	 	 	 	 	 	 
5965218008	2.15	1	7	2	 	Local Authority	Primary	0	0	1.04577626670335
5978045310	1.62	1	7	2	 	Local Authority	Primary	0	0	.583412375597227
5987107376	.28	1	7	3	 	Local Authority	0	Secondary	0	.825835334676351
5991730201	.76	1	7	4	 	Local Authority	0	Secondary	0	1.48797446214644
5992597206	.94	1	7	3	 	Local Authority	Primary	0	0	.953025707942866
5993043789	1.89	1	7	2	 	Local Authority	Primary	0	0	.353600056561081
6005503279	1.37	1	7	2	 	Local Authority	Primary	0	0	2.92781027390779
6007024888	2.5	1	7	1	 	Local Authority	Primary	0	0	13.9695828498921
6033073533	.84	1	7	2	 	Local Authority	Primary	0	0	1.0934902834502
6035718787	.81	1	7	3	 	Local Authority	0	Secondary	0	13.0182710065508
6036439459	.77	1	7	2	 	Local Authority	Primary	0	0	1.9011848936913
6045482061	.31	1	7	3	 	 	 	 	 	 
6051695752	.83	1	7	2	 	Local Authority	Primary	0	0	1.68652601521589
6076986524	.14	1	7	1	 	Local Authority	Primary	0	0	3.8236202740335
6081396290	.9	1	7	3	 	Local Authority	0	Secondary	0	2.26290896856237
6087963101	.78	1	7	3	 	Local Authority	Primary	0	0	.0695844810284592
6088344096	2.08	1	7	3	 	Local Authority	0	Secondary	0	3.1260270312331
6088582799	.65	1	7	1	 	Local Authority	Primary	0	0	.554776531587269
6091800295	.82	1	7	4	 	Local Authority	0	Secondary	0	2.67415425882652
6092165853	.7	1	7	3	 	Local Authority	Primary	0	0	.178443268295557
6096698059	.86	1	7	2	 	Local Authority	Primary	0	0	.614143305752004
6111033973	.8	1	7	2	 	Local Authority	Primary	0	0	.51214939226753
6117627849	.78	1	7	4	 	Local Authority	0	0	Special	13.8568084348453
6121545476	1.62	1	7	2	 	Local Authority	Primary	0	0	.904267659490264
6122380881	.8	1	7	4	 	Local Authority	0	Secondary	0	.224287761592112
6132851881	.83	1	7	2	 	Local Authority	Primary	0	0	1.17175168017801
6135937446	.68	1	7	2	 	Local Authority	Primary	0	0	.452301890334321
6141578741	.1	1	7	4	 	Local Authority	Primary	Secondary	0	13.2109741124567
6142644724	.94	1	7	2	 	Local Authority	Primary	0	0	.169008875506584
6143874805	1.1	1	7	3	 	Independent	0	Secondary	0	4.78811204964963
6146615310	.84	1	7	4	 	Local Authority	0	Secondary	0	.731197647698623
6147005828	.84	1	7	2	 	Local Authority	Primary	0	0	.296602427501867
6158500481	.94	1	7	2	 	Local Authority	Primary	0	0	5.01540207760056
6182507891	1.68	1	7	4	 	Local Authority	0	Secondary	0	4.92006514184518
6199715524	1.1	1	7	3	 	Local Authority	0	Secondary	0	4.01064346458271
6201910628	.48	1	7	4	 	Local Authority	0	Secondary	0	2.22920008074645
6207621083	.56	1	7	3	 	Local Authority	Primary	0	0	.226400088339205
6216319115	1.1	1	7	3	 	Local Authority	0	Secondary	0	.981636388893566
6217128969	1.1	1	7	3	 	Independent	Primary	Secondary	0	.819563298348578
6224068445	1.04	1	7	3	 	Local Authority	Primary	0	0	.620493352099763
6224208921	.27	1	7	4	 	Local Authority	0	Secondary	0	1.30087970235529
6229299376	.42	1	7	1	 	Local Authority	Primary	Secondary	0	1.06789231666868
6237426051	1.59	1	7	4	 	Local Authority	0	Secondary	0	5.29411418463939
6238477402	.66	1	7	4	 	Local Authority	0	Secondary	0	1.12206461489524
6240388462	.84	1	7	4	 	Independent	Primary	Secondary	0	2.84836654944549
6247375486	.14	1	7	1	 	Local Authority	Primary	0	0	4.18643105759548
6254489161	.66	1	7	4	 	Local Authority	0	Secondary	0	4.13362601114324
6265306961	.75	1	7	1	 	Local Authority	Primary	0	0	4.75133602263616
6295198858	.83	1	7	4	 	Local Authority	0	Secondary	0	.635566676281883
6298936065	.52	1	7	2	 	Local Authority	Primary	0	0	2.47506646375405
6307919612	1.65	1	7	4	 	Local Authority	0	Secondary	0	1.1395336765537
6309837075	1.32	1	7	2	 	Local Authority	Primary	0	0	1.23138174422069
6310588754	.34	1	7	3	 	Local Authority	Primary	0	0	1.13125284530029
6313208202	.42	1	7	4	 	Local Authority	0	Secondary	0	6.25616663780625
6316623646	.92	1	7	1	 	Local Authority	Primary	0	0	.474536616079307
6321360199	1.46	1	7	4	 	Local Authority	0	Secondary	0	.951665907763854
6323552322	1.9	1	7	3	 	Local Authority	Primary	0	0	.971753569584388
6325454986	1.59	1	7	3	 	Local Authority	Primary	0	0	.0142126704035519
6330819092	1.18	1	7	2	 	Local Authority	Primary	0	0	.551935684659001
6334054121	1.8	1	7	3	 	Local Authority	Primary	0	0	.416273948260037
6350533883	.82	1	7	4	 	Local Authority	0	Secondary	0	4.83227668909801
6352639538	.2	1	7	4	 	Local Authority	0	Secondary	0	5.77677868712313
6356065902	.41	1	7	2	 	Local Authority	Primary	0	0	.276481464116494
6356273130	.75	1	7	4	 	Local Authority	0	Secondary	0	.634093053108138
6359462142	1.88	1	7	3	 	Local Authority	Primary	0	0	7.53200238980313
6376517354	1.59	1	7	4	 	Local Authority	0	Secondary	0	.917004907293303
6381119415	1.62	1	7	2	 	Local Authority	Primary	0	0	.732559895162164
6382144843	.48	1	7	4	 	Local Authority	0	Secondary	0	1.09263900717483
6391037628	.8	1	7	3	 	Local Authority	Primary	0	0	.905676542701642
6393631678	.95	1	7	3	 	Local Authority	Primary	0	0	2.13435353210287
6394459768	.81	1	7	2	 	 	 	 	 	 
6404274380	.77	1	7	2	 	Local Authority	Primary	0	0	.704045453078138
6409369777	1.43	1	7	3	 	Local Authority	Primary	0	0	.56729533754474
6421138332	.9	1	7	3	 	Local Authority	Primary	0	0	1.49718201966227
6422871817	.31	1	7	3	 	Local Authority	0	Secondary	0	2.36105061360404
6431664685	.76	1	7	3	 	Local Authority	0	0	Special	20.6727252678499
6434219326	1.69	1	7	2	 	Local Authority	Primary	0	0	.234104677441524
6434448696	.2	1	7	2	 	Local Authority	Primary	Secondary	0	1.18409670213205
6436891532	.52	1	7	1	 	Local Authority	Primary	0	0	.652763356814704
6444646320	1.19	1	7	2	 	Local Authority	Primary	0	0	.368517299458248
6445131041	.84	1	7	2	 	Local Authority	Primary	0	0	.663973644055244
6446016631	.83	1	7	2	 	Local Authority	0	Secondary	0	2.75979220232249
6447775443	.98	1	7	3	 	Local Authority	0	Secondary	0	2.4642288854731
6448322255	.29	1	7	2	 	Local Authority	Primary	0	0	3.94713795046487
6452773781	.76	1	7	4	 	Local Authority	0	Secondary	0	7.44980536658509
6459358688	.55	1	7	3	 	Local Authority	Primary	0	0	4.06652738832533
6459876066	.32	1	7	3	 	Local Authority	0	Secondary	0	8.98883802279249
6461323816	.8	1	7	2	 	Local Authority	Primary	0	0	.67937176862157
6469713826	2.36	1	7	2	 	 	 	 	 	 
6471317657	.76	1	7	4	 	Local Authority	0	Secondary	0	.988273747501167
6471958840	.43	1	7	4	 	Local Authority	0	Secondary	0	.741766135651932
6476500192	.99	1	7	4	 	Local Authority	0	Secondary	0	4.40620403522125
6484080194	.84	1	7	4	 	Local Authority	0	Secondary	0	.868097344771887
6490334631	.75	1	7	1	 	Local Authority	Primary	0	0	.126126920203421
6511737886	.71	1	7	4	 	Local Authority	0	Secondary	0	1.70106848774528
6519956854	.42	1	7	4	 	Local Authority	0	Secondary	0	.545809490573405
6521793878	.75	1	7	1	 	Local Authority	Primary	0	0	3.0020326447259
6527658859	.94	1	7	2	 	Local Authority	Primary	0	0	.153169840373358
6534998230	1.65	1	7	4	 	Local Authority	0	Secondary	0	1.34182711255959
6535226190	1.97	1	7	2	 	Local Authority	Primary	0	0	.431055680858053
6535537950	.8	1	7	3	 	 	 	 	 	 
6544823288	.96	1	7	4	 	Local Authority	0	Secondary	0	.314070055879258
6553883133	1.43	1	7	1	 	Local Authority	Primary	0	0	.274912713420096
6555644991	.66	1	7	2	 	Local Authority	Primary	0	0	.172002906952179
6560856243	.53	1	7	4	 	Local Authority	0	Secondary	0	.662212201639323
6561704008	.92	1	7	3	 	Local Authority	0	Secondary	0	8.29119738035466
6580690262	.6	1	7	1	 	Local Authority	Primary	0	0	.502164315737389
6581507874	.87	1	7	4	 	Local Authority	0	Secondary	0	1.22232974274539
6591781322	1.71	1	7	2	 	Local Authority	Primary	0	0	1.91483106304447
6602450329	1.95	1	7	2	 	Local Authority	Primary	0	0	1.08928095549312
6606453960	.43	1	7	2	 	Local Authority	Primary	0	0	.999328774728317
6612488669	2.47	1	7	4	 	Local Authority	0	Secondary	0	1.08516035681368
6612741854	1.32	1	7	4	 	Local Authority	0	Secondary	0	.638429322634855
6619038456	1.65	1	7	4	 	Local Authority	Primary	0	0	9.30217447697042
6623652209	.99	1	7	1	 	Local Authority	Primary	0	0	.298733995387201
6626239414	1.32	1	7	4	 	Local Authority	0	Secondary	0	1.82804622479849
6628389433	1.52	1	7	1	 	Local Authority	Primary	0	0	3.32016460435322
6634473572	.96	1	7	4	 	Local Authority	0	Secondary	0	.585317008124657
6636414043	.8	1	7	3	 	 	 	 	 	 
6636553011	.84	1	7	2	 	Local Authority	Primary	0	0	.645006201520575
6641579633	.8	1	7	1	 	Local Authority	Primary	0	0	.668216282351755
6649042447	1.37	1	7	3	 	Local Authority	Primary	0	0	.313268255653202
6652588071	1.08	1	7	2	 	Local Authority	Primary	0	0	2.6367301720123
6652989420	.75	1	7	4	 	Local Authority	0	Secondary	0	.65480531457831
6654502097	.75	1	7	4	 	Local Authority	0	Secondary	0	.952567582904226
6655558417	.66	1	7	4	 	Local Authority	0	Secondary	0	2.94224828999865
6656640842	1.74	1	7	4	 	Local Authority	0	Secondary	0	2.06290087013409
6658120723	2.26	1	7	3	 	Local Authority	0	Secondary	0	1.04995095123534
6664367267	.66	1	7	4	 	Local Authority	0	Secondary	0	8.22397884238523
6666625016	1.68	1	7	4	 	 	 	 	 	 
6669271872	.7	1	7	1	 	Local Authority	Primary	0	0	.670857660014403
6670632218	.84	1	7	2	 	Local Authority	Primary	0	0	.378704370188674
6673464500	.13	1	7	4	 	Local Authority	0	Secondary	0	.245350769307944
6673854300	1.66	1	7	2	 	Local Authority	Primary	0	0	.491172067609712
6683355970	.55	1	7	3	 	Local Authority	Primary	0	0	4.79435970698904
6684962525	1.68	1	7	1	 	Local Authority	Primary	0	0	.309982257556783
6696163341	.37	1	7	4	 	 	 	 	 	 
6697118994	2.29	1	7	3	 	Local Authority	0	Secondary	0	27.5924311542133
6703028236	1.6	1	7	3	 	Local Authority	0	Secondary	0	1.54523914006862
6712854583	.87	1	7	4	 	Local Authority	0	Secondary	0	3.19118786661018
6716021844	.99	1	7	2	 	Local Authority	Primary	0	0	.758204457913563
6726113064	.16	1	7	3	 	Local Authority	Primary	Secondary	0	2.80414140157018
6737399459	.83	1	7	2	 	Local Authority	Primary	0	0	.278217540784186
6742004798	1.68	1	7	4	 	Local Authority	0	Secondary	0	3.63781541587805
6753222290	.16	1	7	4	 	Local Authority	0	Secondary	0	10.688988960608
6755021256	.65	1	7	3	 	Local Authority	Primary	0	0	14.0057876608208
6760121630	1.74	1	7	4	 	Local Authority	0	Secondary	0	1.4371725714054
6763824527	.65	1	7	2	 	Local Authority	Primary	0	0	2.2458363698186
6770530953	.86	1	7	3	 	Local Authority	Primary	0	0	.492832628789937
6771214404	.37	1	7	4	 	Local Authority	0	Secondary	0	.812872683758041
6772684799	.86	1	7	3	 	Local Authority	0	Secondary	0	.869685575366178
6774190012	1.66	1	7	2	 	Local Authority	Primary	0	0	.598368615487143
6776316934	.16	1	7	3	 	Local Authority	Primary	0	0	1.37635206251889
6776772663	.76	1	7	3	 	Local Authority	Primary	0	0	.451896005735833
6790689714	.97	1	7	4	 	Local Authority	0	Secondary	0	1.42346689459221
6800963012	.81	1	7	3	 	Local Authority	Primary	0	0	.556684830042997
6808728054	1.51	1	7	1	 	Local Authority	Primary	0	0	.258278919000371
6819594446	.83	1	7	1	 	Local Authority	0	0	Special	.133015036743971
6823527054	.59	1	7	1	 	Local Authority	Primary	0	0	.967318458419977
6835496314	1.15	1	7	1	 	Local Authority	Primary	0	0	.58498290573315
6840844876	.57	1	7	1	 	 	 	 	 	 
6843056348	1.91	1	7	4	 	Local Authority	0	Secondary	0	2.03479851582411
6843279502	1.59	1	7	4	 	Local Authority	0	Secondary	0	1.07184747049195
6843656045	.47	1	7	2	 	Local Authority	Primary	0	0	3.55448843014012
6844810773	.86	1	7	2	 	Local Authority	Primary	0	0	1.73720609024951
6845635702	.52	1	7	2	 	Local Authority	Primary	0	0	.138397976863826
6851850501	.72	1	7	1	 	Local Authority	Primary	0	0	.933158614598826
6858598557	.97	1	7	2	 	Local Authority	Primary	0	0	.495459382795401
6860298207	1.67	1	7	1	 	Local Authority	Primary	0	0	.475509200752204
6882239342	.78	1	7	4	 	 	 	 	 	 
6884397277	.9	1	7	3	 	Local Authority	Primary	0	0	.370202647208255
6920841229	.8	1	7	1	 	Local Authority	Primary	0	0	12.4444542266827
6928149019	.4	1	7	1	 	Local Authority	Primary	0	0	.417076731549484
6936657391	1.68	1	7	4	 	Local Authority	0	Secondary	0	2.84900333450138
6943680164	1.32	1	7	1	 	Local Authority	Primary	0	0	.527375577743225
6951840845	1.44	1	7	1	 	Local Authority	Primary	0	0	.530577986727682
6963011650	.87	1	7	4	 	Local Authority	0	Secondary	0	5.10734539658324
6966967797	.49	1	7	2	 	Local Authority	Primary	0	0	5.53838613677306
6967817004	.28	1	7	3	 	Local Authority	Primary	0	0	2.71190339060963
6969811488	1.61	1	7	3	 	Local Authority	0	Secondary	0	.774354569948418
6977380835	1.65	1	7	2	 	Local Authority	Primary	0	0	.645278234562425
6978155016	.14	1	7	1	 	Local Authority	Primary	0	0	.992903822129817
6986226397	.1	1	7	2	 	Local Authority	Primary	0	0	2.21166227078187
6988296331	.93	1	7	2	 	Local Authority	Primary	0	0	.942989395486503
6988519644	1.88	1	7	3	 	Local Authority	0	Secondary	0	1.93002590656188
6996122188	.48	1	7	4	 	Independent	Primary	Secondary	0	35.3153396982105
6996659836	1.91	1	7	4	 	 	 	 	 	 
7001789719	.76	1	7	4	 	Local Authority	0	Secondary	0	1.94617702175316
7005293294	1.68	1	7	4	 	Local Authority	0	Secondary	0	.640988299425192
7007477674	.82	1	7	4	 	Local Authority	0	Secondary	0	1.8201694976018
7010223805	.76	1	7	4	 	Local Authority	0	Secondary	0	.816201568241571
7010955810	2.43	1	7	3	 	Local Authority	0	Secondary	0	5.1718998443512
7026436864	1.88	1	7	3	 	Local Authority	Primary	0	0	2.38521319801816
7030635629	.16	1	7	3	 	Local Authority	Primary	0	0	1.01188981613612
7040658118	.83	1	7	2	 	Local Authority	Primary	0	0	3.85971838350935
7049281038	.82	1	7	4	 	Local Authority	0	Secondary	0	4.04267733068075
7057608296	.66	1	7	2	 	Local Authority	Primary	0	0	.153394915169963
7074318942	.78	1	7	2	 	Local Authority	Primary	0	0	.346586208611941
7077769041	1.69	1	7	2	 	Local Authority	Primary	0	0	2.95519965484568
7078706980	.96	1	7	4	 	Local Authority	0	Secondary	0	4.86690456039565
7094344557	.84	1	7	2	 	Local Authority	Primary	0	0	1.88473048471128
7097243922	.13	1	7	4	 	Local Authority	0	Secondary	0	4.58674110889202
7097479417	.97	1	7	4	 	Local Authority	0	Secondary	0	3.43900101773756
7110001202	.84	1	7	1	 	Local Authority	Primary	0	0	6.99868230454848
7110415930	1.7	1	7	4	 	 	 	 	 	 
7114874143	.58	1	7	3	 	Local Authority	Primary	0	0	.508138760576282
7119939178	.68	1	7	2	 	Local Authority	Primary	0	0	.999400320192064
7119947052	.49	1	7	2	 	Local Authority	Primary	0	0	.736055704413735
7130924686	.84	1	7	1	 	Local Authority	Primary	0	0	.415530985607572
7133368873	.66	1	7	2	 	Local Authority	Primary	0	0	.239941659575823
7140905591	.92	1	7	1	 	Local Authority	Primary	0	0	.837010155255
7145501687	.55	1	7	3	 	Local Authority	Primary	0	0	.577530085796402
7152661574	.87	1	7	4	 	Local Authority	0	Secondary	0	3.42840283514058
7157888095	.75	1	7	4	 	Local Authority	0	Secondary	0	14.6702083488954
7163260532	.75	1	7	1	 	Local Authority	Primary	0	0	.4281927136232
7171100825	.98	1	7	4	 	Local Authority	0	Secondary	0	1.29235057163295
7182312035	.26	1	7	1	 	Local Authority	Primary	0	0	.353929371485329
7186292274	1.62	1	7	2	 	Local Authority	Primary	0	0	.174040225235432
7186666783	.57	1	7	1	 	Local Authority	Primary	0	0	.659320862706467
7187889861	.75	1	7	4	 	Local Authority	0	Secondary	0	3.11973284112598
7203113329	.68	1	7	3	 	Local Authority	Primary	0	0	1.23890274033114
7203412707	1.8	1	7	3	 	Local Authority	Primary	0	0	.751410007918447
7206330839	.76	1	7	4	 	Local Authority	0	Secondary	0	1.84004891239336
7212805473	.29	1	7	2	 	Local Authority	Primary	0	0	.195164033571762
7216215739	.66	1	7	4	 	Local Authority	0	Secondary	0	2.30848218533304
7218596381	.3	1	7	1	 	Local Authority	Primary	0	0	.363166628422822
7218979531	.58	1	7	1	 	Local Authority	Primary	0	0	.565561667725103
7219244940	.49	1	7	4	 	Local Authority	0	Secondary	0	1.58988427251797
7223295229	2.57	1	7	2	 	Local Authority	Primary	0	0	1.39400609754764
7223629206	1.1	1	7	3	 	Local Authority	Primary	0	0	.17083617883809
7224878245	.66	1	7	1	 	Local Authority	Primary	0	0	.6466877144341
7227727482	.65	1	7	2	 	Local Authority	Primary	0	0	3.47112676230644
7233357750	1.74	1	7	4	 	Local Authority	0	Secondary	0	.66098411478643
7245291508	.43	1	7	4	 	Local Authority	0	Secondary	0	1.00406473894864
7247402481	.76	1	7	4	 	Local Authority	0	Secondary	0	.839802953078875
7253868733	.83	1	7	4	 	Local Authority	0	Secondary	0	.884707861387023
7254306403	2.09	1	7	3	 	 	 	 	 	 
7261118916	.97	1	7	2	 	Local Authority	Primary	0	0	.441184768549414
7268913406	.82	1	7	4	 	Local Authority	0	Secondary	0	1.38135006424874
7273313775	.76	1	7	1	 	 	 	 	 	 
7282711248	.59	1	7	1	 	Local Authority	Primary	0	0	.228008771761088
7287231176	.49	1	7	1	 	Local Authority	Primary	0	0	1.22098075332906
7291585682	.87	1	7	4	 	Local Authority	0	Secondary	0	1.52952051310206
7298270198	1.25	1	7	2	 	Local Authority	Primary	0	0	3.98757532844208
7299944553	1	1	7	4	 	Local Authority	0	Secondary	0	1.817035497727
7303465697	.59	1	7	2	 	Local Authority	Primary	0	0	.545439272513449
7307687853	1.51	1	7	4	 	Local Authority	0	Secondary	0	.838799737720512
7311000986	1.65	1	7	4	 	Independent	Primary	Secondary	0	7.32827210193508
7312645083	1.02	1	7	3	 	Local Authority	0	Secondary	0	.712082158181203
7315693357	.99	1	7	4	 	Local Authority	0	Secondary	0	.19096072894708
7325363862	.78	1	7	2	 	Local Authority	Primary	0	0	.655384619898881
7335480386	.87	1	7	4	 	Local Authority	0	Secondary	0	.904267659490264
7342652310	.43	1	7	2	 	Local Authority	Primary	0	0	.348414982456266
7351093436	.13	1	7	4	 	Local Authority	0	Secondary	0	.761207593235906
7352837598	1.71	1	7	2	 	Local Authority	Primary	0	0	.542517280830758
7359146727	1.4	1	7	3	 	Local Authority	0	Secondary	0	.673917650755639
7363581676	.33	1	7	4	 	Local Authority	0	Secondary	0	.920527022960217
7364676883	.87	1	7	4	 	Local Authority	0	Secondary	0	.819588311288052
7376957493	.81	1	7	3	 	Local Authority	Primary	0	0	.10555093557141
7378192357	.76	1	7	4	 	Local Authority	0	Secondary	0	5.349395853739
7398486128	.31	1	7	3	 	Local Authority	Primary	0	0	1.41131888671554
7401400208	.66	1	7	2	 	 	 	 	 	 
7401892640	.07	1	7	2	 	Local Authority	Primary	0	0	1.13576450023762
7414106656	.81	1	7	3	 	Local Authority	0	Secondary	0	.782674900581333
7421622034	.75	1	7	4	 	Local Authority	0	Secondary	0	9.99502776384338
7422628607	1.29	1	7	2	 	Local Authority	Primary	0	0	.52358189426297
7427197312	.84	1	7	2	 	Local Authority	Primary	0	0	1.37363241079992
7429779148	.54	1	7	4	 	Local Authority	0	0	Special	7.33217300668772
7429989743	.8	1	7	1	 	Local Authority	Primary	0	0	.120203993278094
7434429372	.83	1	7	2	 	Local Authority	Primary	0	0	1.38075703872912
7437344403	.8	1	7	4	 	Local Authority	0	Secondary	0	1.28083098026242
7437610342	.75	1	7	4	 	Local Authority	0	Secondary	0	6.92962711839533
7438190905	.31	1	7	3	 	Local Authority	Primary	0	0	5.54394985547308
7443190906	1.44	1	7	1	 	Local Authority	Primary	0	0	.545365932195989
7449277834	2.85	1	7	3	 	Local Authority	Primary	0	0	.580635858348414
7453606855	.87	1	7	4	 	Local Authority	0	Secondary	0	.455241694048337
7454017405	1.59	1	7	4	 	Local Authority	0	Secondary	0	9.50191901670394
7462529209	.99	1	7	2	 	Local Authority	Primary	0	0	1.74788357735863
7481900039	1.32	1	7	2	 	 	 	 	 	 
7495950660	.87	1	7	4	 	 	 	 	 	 
7501750295	.75	1	7	1	 	Local Authority	Primary	0	0	6.63238456363923
7512851823	1.1	1	7	3	 	Local Authority	Primary	0	0	.89755779758186
